ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
760,1,Aurignacian,Aurignacian,Malladetes,XIII Sc 5 C2,36437,32080,350,0.0109102244389027,intcal20,VERA-6510ABOxSC,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
761,1,Aurignacian,Aurignacian,Malladetes,XIV A Sc 2 C2,38110,33330,450,0.0135013501350135,intcal20,VERA-6514,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
762,1,Aurignacian,Aurignacian,Malladetes,XIV A Sc 3 C1,37375,32860,380,0.0115642118076689,intcal20,VERA-6513ABOxSC,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
763,1,Aurignacian,Aurignacian,Malladetes,XIV A Sc 3 C2,36939,32560,370,0.0113636363636364,intcal20,VERA-6513,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
764,1,Aurignacian,Aurignacian,Malladetes,XIV A Sc 3 C2,38164,33370,400,0.0119868145040456,intcal20,VERA-6514ABOxSC,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
765,1,Aurignacian,Aurignacian,Malladetes,XV Sc 3 C4,40250,35110,495,0.0140985474223868,intcal20,VERA-6515,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
766,1,Aurignacian,Aurignacian,Malladetes,XV Sc 3 C4,41199,36180,550,0.0152017689331122,intcal20,VERA-6515ABOxSC,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
767,1,Aurignacian,Aurignacian,Malladetes,XVI Sc 4 C6,42895,39310,810,0.0206054439074027,intcal20,VERA-6516,NA,NA,AMS,NA,"Villaverde,Sanchis,et al.,2021",Spain,Southwest
768,0,Palaeolithic,NA,Mallaetes,NA,19744,16300,1500,0.0092,intcal20,KN-l/918,Sand charcoal nr. 6,NA,Conv 14C 7869,industry association not specified,NA,Spain,Southwest
769,1,Gravettian,Gravettian,Mallaetes,12 from sector E at a depth of 2.75 - 2.90 m XII,29439,25120,240,0.0096,intcal20,Beta-155607,charcoal of Pinus nigra type associated with the bone preserved in glass vial from earliet excavations,NA,AMS 2192,NA,Arsuaga J. et al. 2002. JHE 43: 381-393. Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,Spain,Southwest
770,1,Aurignacian,Aurignacian,Mallaetes,NA,34115,29690,560,0.0189,intcal20,KN-l/926,sand charcoal Nr 17,NA,Conv 14C 7872,NA,NA,Spain,Southwest
771,1,Solutrean middle,Solutrean,Mallaetes,VA,24262,20140,460,0.0228,intcal20,KN-I/919,charcoal,NA,Conv 14C 2318,NA,Fortea y Jorda 1976. Zephyrus 26-27: 129-166.,Spain,Southwest
772,1,Solutrean lower,Solutrean,Mallaetes,2-VI,25994,21710,650,0.0299,intcal20,KN-I/920,charcoal,NA,Conv 14C 2323,NA,"Allsworth-Jones,P. 1986 ('The Szeletian'. Oxford,Clarendon Press) Fortea y Jorda 1976. Zephyrus 26-27: 129-166. Reult-Miskovsky J.,Leroi-Gourhan Arl.,1981. Bull. AFEQ,vol 3-4 : 121-128.",Spain,Southwest
773,1,Epipalaeolithic,Epipaleolithic,Mallaetes,VI,12229,10370,105,0.0101,intcal20,KN-I/915,charcoal,NA,Conv 14C 2320,NA,Fortea y Jorda 1976. Zephyrus 26-27: 129-166. Cava Almuzara A. 2004. Saldvie 4: 17-40.,Spain,Southwest
774,1,Epipaleolithic attached to notches and denticulates,Epipaleolithic,Marge del Moro,NA,9643,8686,55,0.0063,intcal20,NA,NA,NA,NA,NA,Martínez-Moreno & Mora 2009,Spain,N Central
775,1,Epipalaeolithic,Epipaleolithic,Marge del Moro,VI,9255,8270,65,0.0079,intcal20,OxA-8572,NA,NA,NA,NA,Blasco et al. 2011,Spain,N Central
776,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,NA,7678,6820,170,0.0249,intcal20,Ly-3290,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
777,1,Azilian,Epipaleolithic,Margineda,c 10,13552,11690,90,0.0077,intcal20,Ly-4896,charcoal,NA,Conv 14C 7070,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
778,1,Azilian,Epipaleolithic,Margineda,c 10,13379,11510,100,0.0087,intcal20,Ly-5414,NA,NA,Conv 14C 7546,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
779,1,Azilian,Epipaleolithic,Margineda,c 10,13728,11870,110,0.0093,intcal20,Ly-4898,charcoal,NA,Conv 14C 6999,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
780,1,Magdalenian,Magdalenian,Margineda,10 b,13372,11500,150,0.013,intcal20,Ly-5415,NA,NA,Conv 14C 7552,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
781,1,Azilian,Epipaleolithic,Margineda,c 10,13438,11560,230,0.0199,intcal20,Ly-5413,NA,NA,Conv 14C 7187,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
782,1,Mesolithic,Mesolithic,Margineda,C3f,8248,7401,37,0.005,intcal20,C2682,NA,NA,NA,NA,Oms et al. 2016,Andorra,N Central
783,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV base,10049,8970,120,0.0134,intcal20,Ly-4401,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
784,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV,9350,8390,150,0.0179,intcal20,Ly-2840,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
785,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV,9155,8210,180,0.0219,intcal20,Ly-3291,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
786,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV superior,9134,8210,370,0.0451,intcal20,Ly-3292,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
787,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV base,9547,8530,420,0.0492,intcal20,Ly-2841,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
788,1,Notches and Denticulates Mesolithic,Mesolithic,Margineda,IV/V,9919,8850,120,0.0136,intcal20,Ly-3892,NA,NA,NA,NA,Guilaine et al. 1995,Andorra,N Central
789,1,Azilian,Epipaleolithic,Margineda,C 5,11206,9790,180,0.0184,intcal20,Ly-3893,charcoal,NA,Conv 14C 7076,NA,"Martinez-Moreno J. e.a. 2006. APDCA,Antibes: 147-160.",Andorra,N Central
790,0,NA,NA,Margineda,06/05/2023,10037,8960,120,0.0134,intcal20,NA,NA,NA,NA,industry association not specified,NA,Andorra,N Central
791,1,Sauveterroid? Epipalaeolithic microlaminar,Epipaleolithic,Margineda,6 base/7,11382,9900,110,0.0111,intcal20,Ly-3884,charcoal,NA,Conv 14C 6867,NA,"Cava Almuzara A. 2004. Saldvie 4: 17-40. Gonzalez-Samperiz P. e.a. 2008. QR,doi:10.10116/jqres.2008,10.006.",Andorra,N Central
792,1,Azilian,Epipaleolithic,Margineda,6 L,12526,10630,190,0.0179,intcal20,Ly-3364,charcoal,NA,Conv 14C 7075,NA,"Martinez-Moreno J. e.a. 2006. APDCA,Antibes: 147-160.",Andorra,N Central
793,1,Azilian,Epipaleolithic,Margineda,6 BASE,12490,10640,260,0.0244,intcal20,Ly-2843,charcoal,NA,Conv 14C 7074,NA,"Martinez-Moreno J. e.a. 2006. APDCA,Antibes: 147-160.",Andorra,N Central
794,1,Azilian,Epipaleolithic,Margineda,c 7 rosa,13056,11160,150,0.0134,intcal20,Ly-4404,NA,NA,Conv 14C 7549,from layer 7 rosa,Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Andorra,N Central
795,1,Magdalenian,Magdalenian,Margineda,7 b,12494,10540,120,0.0114,intcal20,Ly-5419,NA,NA,Conv 14C 7556,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
796,1,Magdalenian,Magdalenian,Margineda,7 c,12323,10450,120,0.0115,intcal20,Ly-4405,NA,NA,AMS 5294,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
797,1,Azilian,Epipaleolithic,Margineda,c 7 rosa,12175,10340,130,0.0126,intcal20,Ly-4403,charcoal,NA,Conv 14C 7002,NA,Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Andorra,N Central
798,1,Magdalenian,Magdalenian,Margineda,7 b,12703,10740,160,0.0149,intcal20,Ly-3895,NA,NA,Conv 14C 7555,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
799,1,Azilian,Epipaleolithic,Margineda,c 7 rosa,11930,10220,260,0.0254,intcal20,Ly-3293,NA,NA,Conv 14C 7557,NA,Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Andorra,N Central
800,1,Azilian,Epipaleolithic,Margineda,c 8 sup,13219,11320,120,0.0106,intcal20,Ly-4407,charcoal,NA,Conv 14C 7000,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
801,1,Azilian,Epipaleolithic,Margineda,c 8 sup,12732,10760,120,0.0112,intcal20,Ly-4406,NA,NA,Conv 14C 7551,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
802,1,Azilian,Epipaleolithic,Margineda,c 8 sup,13024,11130,140,0.0126,intcal20,Ly-5417,NA,NA,Conv 14C 7550,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
803,1,Azilian,Epipaleolithic,Margineda,C 8,13080,11180,150,0.0134,intcal20,Ly-4897,NA,NA,Conv 14C 7548,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
804,1,Azilian,Epipaleolithic,Margineda,C 8,13130,11230,170,0.0151,intcal20,Ly-5418,charcoal,NA,Conv 14C 7001,NA,Martinez-Moreno J. e.a. TP 66: 45-60.,Andorra,N Central
805,1,Magdalenian,Magdalenian,Margineda,8 sr,12996,11090,170,0.0153,intcal20,Ly-4894,NA,NA,Conv 14C 7554,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
806,1,Magdalenian,Magdalenian,Margineda,9,13056,11160,150,0.0134,intcal20,Ly-4895,NA,NA,Conv 14C 7553,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
807,1,Magdalenian,Magdalenian,Margineda,9,13489,11600,280,0.0241,intcal20,Ly-5416,NA,NA,Conv 14C 7614,NA,Utrilla P. e.a. 2012. QI,Andorra,N Central
808,0,Upper Palaeolithic,NA,Maritza,30-31,12291,10420,100,0.0096,intcal20,R-1271,NA,NA,Conv 14C 7287,industry association not specified,Holt B. e.a. 2008. Yearbook of Physical Anthropology 51: 70-99.,Italy,Southeast
809,0,Upper Palaeolithic,NA,Maritza,37-39,12298,10420,60,0.0058,intcal20,R-1270,NA,NA,Conv 14C 7288,industry association not specified,Mussi M. e.a. 2011. QI 242: 360-370.,Italy,Southeast
810,1,Epipalaeolithic/Terminal Epigravettian,Magdalenian,Martin,03/02/2023,11069,9686,75,0.0077,intcal20,LTL-8015A,charcoal,NA,Conv 14C 7796,NA,udinot N. e.a. 2014. JAS ip.,France,N Central
811,1,Epipalaeolithic/Terminal Epigravettian,Magdalenian,Martin,03/02/2023,11600,10069,80,0.0079,intcal20,LTL-8014A,charcoal,NA,Conv 14C 7797,NA,udinot N. e.a. 2014. JAS ip.,France,N Central
812,1,Epipalaeolithic/Terminal Epigravettian,Magdalenian,Martin,03/02/2023,12783,10820,200,0.0185,intcal20,MC-2346,charcoal,NA,Conv 14C 7310,NA,udinot N. e.a. 2014. JAS ip.,France,N Central
813,1,Epipalaeolithic/Terminal Epigravettian,Magdalenian,Martin,03/02/2023,11899,10200,200,0.0196,intcal20,MC-2345,charcoal,NA,Conv 14C 7311,NA,udinot N. e.a. 2014. JAS ip.,France,N Central
814,1,Epipalaeolithic/Terminal Epigravettian,Magdalenian,Martin,03/02/2023,14626,12400,500,0.0403,intcal20,MC-2347,charcoal,NA,Conv 14C 7799,NA,udinot N. e.a. 2014. JAS ip.,France,N Central
815,1,Epibouverien/ER2,NA,Martin,5,14102,12191,60,0.0049,intcal20,LTL-8016A,charcoal,NA,Conv 14C 7798,NA,"Onoratini,G and Reult-Miskovsky,J,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174 . udinot N. e.a. 2014. JAS ip.",France,N Central
816,1,Epibouverien/ER2,NA,Martin,5,13947,12000,250,0.0208,intcal20,MC-2348,NA,NA,Conv 14C 2017,NA,"Onoratini,G and Reult-Miskovsky,J,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174 . udinot N. e.a. 2014. JAS ip.",France,N Central
817,0,unspec.,NA,Marzal,5E,12706,10770,230,0.0214,intcal20,Ly-7606,NA,NA,NA,industry association not specified,NA,France,N Central
818,1,Geometric Mesolithic,Mesolithic,Cingle del Mas Cremat,V,7638,6800,50,0.0074,intcal20,Beta-232341,NA,NA,NA,NA,Vizcaino León 2010,Spain,Southwest
819,1,Geometric Mesolithic,Mesolithic,Mas Cremat,VI VI,7628,6780,50,0.0074,intcal20,NA,NA,NA,NA,NA,NA,Spain,Southwest
820,1,Middle/Upper Magdalenian,Magdalenian,Matutano,NA,15880,13220,270,0.0204,intcal20,UGrA-208,NA,NA,Conv 14C 7313,from -2.6m,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
821,1,Middle/Upper Magdalenian,Magdalenian,Matutano,NA,16099,13370,260,0.0194,intcal20,UGrA-225,NA,NA,Conv 14C 7312,from -3.2m,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
822,1,Upper Magdalenian,Magdalenian,Matutano,NA,14013,12090,170,0.0141,intcal20,I-11315,NA,NA,Conv 14C 7317,from layer IB,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
823,1,Upper Magdalenian,Magdalenian,Matutano,NA,14545,12390,190,0.0153,intcal20,I-11326,NA,NA,Conv 14C 7316,from layer IIB,NA,Spain,Southwest
824,1,Upper Magdalenian,Magdalenian,Matutano,NA,14635,12460,180,0.0144,intcal20,UGrA-201,charcoal,NA,Conv 14C 7315,NA,NA,Spain,Southwest
825,1,Late Magdalenian,Magdalenian,Matutano,NA,14742,12520,350,0.028,intcal20,UGrA-244,NA,NA,Conv 14C 7314,NA,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
826,1,Late Magdalenian,Magdalenian,Matutano,Ib,13454,11590,150,0.0129,intcal20,UGrA-241,NA,NA,Conv 14C 7319,from -2.19m,Olaria,Spain,Southwest
827,1,Late Magdalenian,Magdalenian,Matutano,Ib,13444,11570,210,0.0182,intcal20,UGrA-242,NA,NA,Conv 14C 7320,from -2.35/2.44m,Olaria,Spain,Southwest
828,1,Final Magdalenian,Magdalenian,Matutano,III,14088,12130,180,0.0148,intcal20,I-11314,NA,NA,Conv 14C 4720,NA,"Jourl of World Prehistory 12,1998: 121-198,",Spain,Southwest
829,1,Initial Upper Magdalenian,Magdalenian,Matutano,IV,16936,13960,200,0.0143,intcal20,I-11312,NA,NA,Conv 14C 4733,NA,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
830,1,Epigravettian,Magdalenian,Mezzena,NA,24314,20200,305,0.0151,intcal20,NA,NA,NA,Conv 14C 5841,NA,Aranguren B & Revedin A. 1997. Rivista di Scienze Preistoriche 48: 97-187-222.,Italy,Northeast
831,1,Epigravettian,Magdalenian,Mezzena,II,13322,11440,180,0.0157,intcal20,NA,NA,NA,Conv 14C 5840,NA,Aranguren B & Revedin A. 1997. Rivista di Scienze Preistoriche 48: 97-187-222.,Italy,Northeast
832,1,Early Mesolithic/Final Epigravettian 5,Magdalenian,Mezzogiorno,11,11943,10780,405,0.0376,marine20,F-35,shell,NA,Conv 14C 6291,NA,"Mussi,1992",Italy,Southeast
833,1,Early Mesolithic/Final Epigravettian 2,Magdalenian,Mezzogiorno,12,10225,9530,170,0.0178,marine20,F-36,shell,NA,Conv 14C 6290,NA,"Mussi,1992",Italy,Southeast
834,1,Epigravettian,Magdalenian,Mezzogiorno,4,8334,7540,135,0.0179,intcal20,F-33,NA,NA,NA,NA,NA,Italy,Southeast
835,1,Epigravettian,Magdalenian,Mezzogiorno,6,10553,9320,180,0.0193,intcal20,F-34,NA,NA,NA,NA,NA,Italy,Southeast
836,1,Mesolithic,Mesolithic,Molara,NA,9605,8600,100,0.0116,intcal20,OxA-534,NA,NA,NA,NA,NA,Italy,Southeast
837,1,Upper Magdalenian,Magdalenian,Moli del Salt,A1-Asup,12907,10990,50,0.0045,intcal20,Beta-179598,NA,NA,AMS 2964,from A (cfr. Garcia Catalan 2007),Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Spain,N Central
838,1,Upper Magdalenian,Magdalenian,Moli del Salt,A1-Asup,12772,10840,50,0.0046,intcal20,Beta-179599,NA,NA,AMS 2963,from A sup (cfr. Garcia Catalan 2007),Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Spain,N Central
839,1,Magdalenian,Magdalenian,Moli del Salt,A,14144,12230,50,0.0041,intcal20,Beta-277000,charcoal,NA,AMS 5597,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
840,1,Magdalenian,Magdalenian,Moli del Salt,A,13635,11770,50,0.0042,intcal20,Beta-284212,charcoal,NA,AMS 5599,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
841,1,Magdalenian,Magdalenian,Moli del Salt,A,13665,11800,50,0.0042,intcal20,Beta-284213,charcoal,NA,AMS 5600,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
842,1,Magdalenian,Magdalenian,Moli del Salt,A,12842,10940,50,0.0046,intcal20,Beta-284214,charcoal,NA,AMS 7303,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
843,1,Magdalenian,Magdalenian,Moli del Salt,A,13313,11440,60,0.0052,intcal20,Beta-277001,charcoal,NA,AMS 5598,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
844,1,Magdalenian,Magdalenian,Moli del Salt,A,12924,11000,60,0.0055,intcal20,Beta-235267,charcoal,NA,AMS 5596,NA,Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Spain,N Central
845,1,Upper Magdalenian,Magdalenian,Moli del Salt,A1-Asup,12829,10920,60,0.0055,intcal20,Beta-235268,charcoal,NA,AMS 5595,NA,Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Spain,N Central
846,1,Upper Magdalenian,Magdalenian,Moli del Salt,A1-Asup,12979,11060,70,0.0063,intcal20,Beta-221912,charcoal,NA,AMS 5593,NA,Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Spain,N Central
847,1,Upper Magdalenian,Magdalenian,Moli del Salt,A1-Asup,12792,10850,70,0.0065,intcal20,Beta-221913,charcoal,NA,AMS 5594,NA,Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Spain,N Central
848,1,Upper Magdalenian,Magdalenian,Moli del Salt,B2,14702,12510,100,0.008,intcal20,GifA-101038,charcoal,NA,AMS 2663,NA,http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf,Spain,N Central
849,1,Upper Magdalenian,Magdalenian,Moli del Salt,B1,13820,11940,100,0.0084,intcal20,GifA-101037,charcoal,NA,AMS 2662,NA,http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf,Spain,N Central
850,1,Notches and Denticulates Mesolithic,Mesolithic,Moli del Salt,Superior,8901,8040,40,0.005,intcal20,Beta-173335,NA,NA,NA,NA,Vaquero et al. 2004,Spain,N Central
851,1,Gravettian,Gravettian,Moliners,IV,27881,23780,110,0.00462573591253154,intcal20,Beta-438707,charcoal,"-24,0",AMS,NA,"Miret et al.,2017",Spain,Southwest
852,1,Mesolithic,Mesolithic,Mondeval de Sora,NA,8256,7425,55,0.0074,intcal20,OxA-7468,NA,NA,NA,NA,ORAU datelist 31,Italy,Northeast
853,1,Mesolithic,Mesolithic,Mondeval de Sora,level 4,8116,7330,50,0.0068,intcal20,R-1939,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
854,1,Mesolithic,Mesolithic,Mondeval de Sora,level 4b,9387,8380,70,0.0084,intcal20,R-1937,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Northeast
855,1,Mesolithic,Mesolithic,Montagne,3,10111,9000,100,0.0111,intcal20,MC-1159,NA,NA,NA,NA,NA,France,N Central
856,1,Mesolithic,Mesolithic,Monte Bagioletto Alto,Terre Nere,9238,8260,60,0.0073,intcal20,B/n-2839,NA,NA,NA,NA,NA,Italy,Northeast
857,1,Mesolithic,Mesolithic,Monte Bagioletto Alto,Terre Nere,8432,7630,120,0.0157,intcal20,I-12520,NA,NA,NA,NA,NA,Italy,Northeast
858,1,Mesolithic,Mesolithic,Monte Bagioletto Alto,Terre Rosse,8474,7670,120,0.0156,intcal20,I-12687,NA,NA,NA,NA,NA,Italy,Northeast
859,1,Lower Magdalenian,Magdalenian,Montlleo,IV,18765,15440,40,0.0026,intcal20,OxA-9017,Horse tooth,-19.9,AMS 1085,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148. Bronk Ramsey C. Archaeometry 51,2 (2009) 323:349.",Spain,N Central
860,1,Lower Magdalenian,Magdalenian,Montlleo,IV-UBOX 40- Montlleo 3 from sector B,20419,16900,110,0.0065,intcal20,OxA-X-2234-52,tooth horse,-19.9,AMS 4356,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148. Bronk Ramsey C. Archaeometry 51,2 (2009) 323:349.",Spain,N Central
861,1,Lower Magdalenian,Magdalenian,Montlleo,IV,18843,15550,140,0.009,intcal20,OxA-14034,charcoal,NA,AMS 2872,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148. Bronk Ramsey C. Archaeometry 51,2 (2009) 323:349.",Spain,N Central
862,1,Mesolithic,Mesolithic,Mourre de Seve,NA,8503,7730,60,0.0078,intcal20,Ly-148,NA,NA,NA,NA,badora,France,N Central
863,1,Mesolithic,Mesolithic,Mourre de Seve,NA,8439,7640,65,0.0085,intcal20,Ly-149,NA,NA,NA,NA,badora,France,N Central
864,1,Mesolithic,Mesolithic,Mourre de Seve,E2 U3 U7,8247,7415,60,0.0081,intcal20,Ly-150,NA,NA,NA,NA,badora,France,N Central
865,1,Azilian,Epipaleolithic,Mourre Poussiou,NA,10059,8980,200,0.0223,intcal20,Ly-706,NA,NA,NA,NA,NA,France,N Central
866,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,surface near art 223-226-Pico-Pato,16262,13490,50,0.0037,intcal20,Beta-342844,Pinus tp. Sylvestris/nigra,NA,AMS 7123,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
867,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,"surface near parietal art,Plataforma",26144,21900,90,0.0041,intcal20,Beta-347457,Pinus tp. Sylvestris/nigra,NA,AMS 7119,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
868,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,fixed lighting point-Subida cierva,16924,13920,60,0.0043,intcal20,Beta-342843,Pinus tp.sylvestris/nigra,NA,AMS 7120,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
869,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,surface near art177-Cierva trilineal,16106,13380,60,0.0045,intcal20,Beta-342842,Pinus cf. Pinus tp. Sylvestris/nigra,NA,AMS 7121,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
870,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,from surface near art 188-Puenta,15410,12890,60,0.0047,intcal20,Beta-298418,NA,NA,AMS 7124,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
871,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,associ‡∏£‡∏â ‡∏£¬† une peinture rouge de caprid‡∏£‡∏â (panneau Ne214-22-Bitrrangulares,25314,20980,100,0.0048,intcal20,Beta-271212,NA,NA,AMS 5817,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
872,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,fixed lighting point near art 111-156,34214,29650,160,0.0054,intcal20,Beta-306992,Pinus tp. Sylvestris/nigra,NA,AMS 7125,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
873,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,surface near art 190-212-Fondo,28006,23880,130,0.0054,intcal20,Beta-298419,Pinus tp. Sylvestris/nigra,NA,AMS 7122,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
874,0,Gravettian or Solutrean/Middle Solutrean,Solutrean,Nerja,from surface near art 111-156-Organos,28296,24130,140,0.0058,intcal20,Beta-277744,NA,NA,AMS 5815,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
